Deg;Mo;GO;CO;CR;P1;PW;T3P;T1;Ready
0;1;44,4;29;34;0,74;37;349,3;28;1
0;1;44,1;29;36;0,76;37;349,3;28;1
0;2;46,6;30;36;0,78;39;367,0;28;1
0;1;45,2;29;36;0,76;37;349,3;29;1
0;2;48,2;31;36;0,8;40;372,8;28;1
0;1;25,5;17;30;0,42;22;296,4;28;1
0;1;32,3;22;32;0,5;28;320,3;26;1
0;1;27,3;18;30;0,44;22;301,7;26;1
0;1;37,1;25;34;0,56;32;332,6;27;1
0;1;32,6;22;32;0,54;28;320,3;28;1
0;1;32,6;22;32;0,52;28;320,3;27;1
0;1;36,2;24;34;0,58;31;328,6;27;1
0;2;45,7;30;36;0,78;38;367,0;27;1
0;2;45,8;30;36;0,78;38;367,0;27;1
0;2;50,4;34;34;0,86;42;392,4;28;1
0;2;50,6;32;36;0,84;42;378,9;28;1
0;2;46;31;36;0,8;39;372,8;29;1
0;2;51,1;33;38;0,88;42;385,5;30;1
0;1;37,6;25;34;0,62;31;332,6;30;1
0;1;37,1;25;32;0,62;32;332,6;29;1
0;1;37,7;25;32;0,6;32;332,6;29;1
0;1;32,9;22;32;0,52;27;320,3;27;1
0;1;36,9;25;32;0,6;31;332,6;27;1
0;1;33,6;22;32;0,52;29;320,3;26;1
0;1;32,5;22;32;0,48;27;320,3;26;1
0;1;44,6;29;36;0,76;37;349,3;27;1
0;2;47,4;32;36;0,82;40;378,9;28;1
0;2;48,9;32;36;0,82;40;378,9;29;1
0;2;46,7;31;34;0,8;39;372,8;30;1
0;2;49,4;31;36;0,84;40;372,8;30;1
0;2;47,6;31;36;0,8;40;372,8;29;1
0;2;47,3;31;36;0,82;39;372,8;29;1
0;1;28,4;20;30;0,5;25;311,5;29;1
0;1;34,6;23;32;0,56;30;324,5;28;1
0;1;33,2;22;32;0,54;28;320,3;28;1
0;1;33,6;23;32;0,54;29;324,5;27;1
0;1;31,7;21;32;0,52;27;316,0;27;1
0;1;31,4;21;32;0,48;27;316,0;26;1
0;2;47,7;31;38;0,82;39;372,8;27;1
0;2;49,7;32;36;0,82;40;378,9;27;1
0;2;50,8;34;36;0,88;43;392,4;28;1
0;2;50,6;34;36;0,86;42;392,4;29;1
0;2;47,3;30;34;0,8;39;367,0;29;1
0;2;51,7;33;38;0,92;42;385,5;30;1
0;2;47,6;31;38;0,82;39;372,8;31;1
0;1;29,1;20;30;0,46;26;311,5;29;1
0;1;30,5;21;32;0,48;27;316,0;29;1
0;1;28,5;20;32;0,44;25;311,5;27;1
0;1;25,3;16;30;0,38;21;290,6;26;1
0;1;27,2;19;32;0,42;24;306,7;26;1
0;1;32,8;22;32;0,52;29;320,3;26;1
0;1;42,8;28;32;0,7;35;345,0;27;1
0;2;44,3;30;36;0,76;37;367,0;27;1
0;2;44;30;34;0,74;37;367,0;28;1
0;1;44,6;29;36;0,76;37;349,3;28;1
0;2;45;30;36;0,76;38;367,0;28;1
0;1;42,7;28;36;0,74;36;345,0;28;1
0;2;47;31;34;0,74;39;372,8;28;1
0;1;38,6;26;34;0,64;33;336,7;28;1
0;1;45,5;29;36;0,76;37;349,3;28;1
0;1;28;19;32;0,46;24;306,7;28;1
0;1;24,7;17;30;0,38;22;296,4;27;1
0;1;29,6;20;30;0,46;25;311,5;27;1
0;1;25,8;18;30;0,4;23;301,7;26;1
0;1;20,6;14;28;0,34;18;277,9;26;1
0;1;21,1;14;30;0,34;19;277,9;25;1
0;1;40;27;32;0,64;35;340,8;26;1
0;1;41,2;28;34;0,7;35;345,0;26;1
0;1;42,9;28;34;0,72;36;345,0;27;1
0;1;42,8;28;34;0,72;36;345,0;28;1
0;1;44,9;29;36;0,76;37;349,3;29;1
0;1;42,9;28;34;0,72;36;345,0;30;1
0;2;45,3;30;34;0,78;38;367,0;30;1
0;1;27,7;19;32;0,44;24;306,7;30;1
0;1;29,8;20;32;0,4;26;311,5;29;1
0;1;23,4;16;30;0,38;20;290,6;27;1
0;1;27,9;19;32;0,44;24;306,7;26;1
0;1;23,6;16;28;0,38;20;290,6;25;1
0;1;25,5;17;30;0,4;22;296,4;26;1
0;1;26;17;30;0,4;22;296,4;25;1
0;1;40,8;26;34;0,66;34;336,7;26;1
0;2;45,4;30;36;0,76;38;367,0;28;1
0;1;43,5;29;36;0,74;36;349,3;29;1
0;1;42,6;28;34;0,72;36;345,0;29;1
0;1;43,2;28;34;0,78;36;345,0;30;1
0;2;47,1;30;36;0,84;39;367,0;30;1
0;1;36,2;24;34;0,6;31;328,6;29;1
0;1;38,1;25;32;0,58;32;332,6;29;1
0;1;32,3;22;32;0,5;28;320,3;29;1
0;1;35,4;24;34;0,58;31;328,6;28;1
0;1;31,4;21;32;0,5;27;316,0;28;1
0;1;28,5;19;32;0,44;24;306,7;28;1
0;1;26,8;19;32;0,42;24;306,7;27;1
0;1;40,1;26;34;0,64;34;336,7;28;1
0;1;43,2;29;36;0,74;37;349,3;29;1
0;2;44,8;30;36;0,74;37;367,0;29;1
0;1;44,1;28;34;0,74;36;345,0;29;1
0;1;43,3;28;34;0,74;36;345,0;29;1
0;1;42,3;28;34;0,72;36;345,0;29;1
0;1;44,5;29;34;0,76;37;349,3;29;1
0;1;24,8;16;30;0,4;21;290,6;30;1
0;1;29,8;20;30;0,46;26;311,5;29;1
0;1;26,3;18;30;0,4;23;301,7;28;1
0;1;29;20;32;0,44;25;311,5;27;1
0;1;30,2;21;30;0,5;26;316,0;27;1
0;1;29,9;20;32;0,48;26;311,5;27;1
0;1;40,8;28;32;0,68;35;345,0;27;1
0;1;43,5;28;34;0,72;36;345,0;27;1
0;2;45,2;30;34;0,76;37;367,0;28;1
0;1;41,8;28;32;0,7;35;345,0;28;1
0;1;43,5;29;34;0,74;37;349,3;29;1
0;1;43,8;29;34;0,74;37;349,3;30;1
0;2;49,4;33;36;0,86;41;385,5;29;1
0;1;25,1;17;30;0,42;22;296,4;29;1
0;1;30,9;21;30;0,48;26;316,0;29;1
0;1;30,6;20;32;0,5;26;311,5;27;1
0;1;35,8;24;34;0,58;30;328,6;26;1
0;1;35,4;23;34;0,5;30;324,5;26;1
0;1;27,9;19;32;0,44;24;306,7;27;1
0;1;34,9;23;34;0,56;30;324,5;27;1
0;1;41,3;27;34;0,7;35;340,8;28;1
0;1;41,7;28;34;0,7;36;345,0;28;1
0;1;43;28;34;0,72;36;345,0;28;1
0;1;42,7;27;34;0,7;35;340,8;28;1
0;1;41;27;34;0,7;34;340,8;28;1
0;1;42,6;28;34;0,72;36;345,0;28;1
0;1;24,9;17;30;0,4;22;296,4;27;1
0;1;25,9;18;30;0,4;23;301,7;27;1
0;1;25,3;18;30;0,38;22;301,7;27;1
0;1;24,9;17;28;0,44;22;296,4;27;1
0;1;29,2;20;30;0,48;25;311,5;27;1
0;1;32,1;21;32;0,5;27;316,0;27;1
0;1;30,1;20;30;0,44;26;311,5;26;1
0;1;40,9;27;34;0,68;34;340,8;26;1
0;1;44,1;29;34;0,74;37;349,3;27;1
0;1;42,6;28;34;0,72;36;345,0;28;1
0;2;52,7;34;36;0,9;44;392,4;29;1
0;2;46,5;31;36;0,82;39;372,8;30;1
0;1;44,4;29;36;0,72;36;349,3;29;1
0;2;46;30;34;0,8;38;367,0;30;1
0;1;27,6;19;32;0,48;24;306,7;29;1
0;1;28,7;20;32;0,5;25;311,5;29;1
0;1;31,7;21;30;0,54;27;316,0;28;1
0;1;32,6;22;32;0,52;28;320,3;27;1
0;1;27,5;19;32;0,42;24;306,7;27;1
0;1;27,8;19;32;0,44;24;306,7;27;1
0;1;40,9;27;34;0,66;34;340,8;27;1
0;1;45,4;29;36;0,76;37;349,3;28;1
0;2;46,1;30;36;0,76;38;367,0;29;1
0;1;44,4;29;36;0,76;37;349,3;29;1
0;1;43,6;29;36;0,74;36;349,3;29;1
0;1;43,6;29;36;0,74;37;349,3;28;1
0;1;26,9;19;30;0,42;23;306,7;28;1
0;1;27,1;18;30;0,44;23;301,7;27;1
0;1;28,8;20;30;0,44;25;311,5;26;1
0;1;32,7;21;32;0,52;27;316,0;27;1
0;1;30,1;20;32;0,48;26;311,5;27;1
0;1;38;25;32;0,62;32;332,6;27;1
0;1;30,8;21;32;0,5;26;316,0;27;1
0;1;42;28;34;0,72;36;345,0;28;1
0;2;46;31;36;0,8;38;372,8;28;1
0;2;45,9;30;36;0,78;38;367,0;29;1
0;2;46,1;30;36;0,78;39;367,0;29;1
0;1;44,4;29;36;0,76;37;349,3;29;1
0;2;48,2;31;36;0,82;40;372,8;29;1
0;1;33,7;22;32;0,54;27;320,3;30;1
0;1;33,7;23;32;0,5;29;324,5;29;1
0;1;24;16;30;0,4;21;290,6;28;1
0;1;28,5;20;30;0,46;25;311,5;27;1
0;1;22;14;28;0,4;18;277,9;27;1
0;1;33,2;21;32;0,52;28;316,0;27;1
0;1;36,4;25;34;0,58;31;332,6;26;1
0;1;44,7;29;34;0,74;37;349,3;26;1
0;2;46;30;34;0,78;38;367,0;27;1
0;2;50,4;32;36;0,84;41;378,9;28;1
0;2;47,1;31;38;0,82;40;372,8;29;1
0;2;47,2;31;34;0,8;39;372,8;30;1
0;1;39,3;26;34;0,68;33;336,7;30;1
0;1;32,2;21;32;0,5;27;316,0;29;1
0;1;30,7;21;32;0,5;26;316,0;28;1
0;1;32,6;22;32;0,52;28;320,3;26;1
0;1;37,8;25;32;0,52;32;332,6;26;1
0;1;33,9;22;32;0,56;29;320,3;27;1
0;1;38,3;25;34;0,62;32;332,6;28;1
0;1;44,5;29;34;0,74;37;349,3;29;1
0;2;48,6;32;36;0,84;40;378,9;30;1
0;2;47,1;31;34;0,8;39;372,8;30;1
0;2;47,8;32;36;0,82;40;378,9;30;1
0;2;46,7;31;36;0,8;39;372,8;28;1
0;2;47,9;31;36;0,82;40;372,8;28;1
0;1;29,7;21;30;0,48;26;316,0;29;1
0;1;29,4;20;32;0,44;25;311,5;28;1
0;1;23;16;30;0,38;20;290,6;27;1
0;1;31,9;22;30;0,52;27;320,3;27;1
0;1;28,8;19;32;0,46;24;306,7;27;1
0;1;23,9;16;28;0,38;21;290,6;26;1
0;1;37,1;24;34;0,58;32;328,6;25;1
0;1;41,4;27;34;0,68;34;340,8;26;1
0;1;41,9;28;34;0,72;35;345,0;27;1
0;2;45,7;30;34;0,78;38;367,0;29;1
0;1;42,1;28;34;0,72;36;345,0;29;1
0;2;48,5;32;36;0,84;40;378,9;29;1
0;1;42;28;36;0,74;35;345,0;29;1
0;1;32,5;22;32;0,52;28;320,3;27;1
0;1;33,9;23;32;0,54;30;324,5;26;1
0;1;31,3;21;32;0,5;27;316,0;26;1
0;1;33;22;32;0,54;28;320,3;27;1
0;1;36,7;24;32;0,58;30;328,6;28;1
0;1;34,7;23;32;0,54;30;324,5;28;1
0;2;48,6;32;38;0,82;41;378,9;27;1
0;2;46,2;30;34;0,8;38;367,0;27;1
0;2;46,6;30;34;0,8;38;367,0;28;1
0;2;46,6;30;34;0,8;39;367,0;28;1
0;2;46,9;31;36;0,8;39;372,8;28;1
0;2;45,9;31;36;0,8;38;372,8;28;1
0;1;33,7;22;32;0,5;28;320,3;29;1
0;1;30,6;21;32;0,5;26;316,0;28;1
0;1;31,5;20;32;0,52;26;311,5;27;1
0;1;29,4;20;30;0,48;25;311,5;27;1
0;1;29,7;20;32;0,46;26;311,5;26;1
0;1;30,2;21;32;0,48;26;316,0;25;1
0;1;29,4;20;30;0,46;25;311,5;25;1
0;1;43,5;29;34;0,72;36;349,3;26;1
0;2;45,4;30;36;0,76;38;367,0;28;1
0;1;44;28;36;0,74;37;345,0;28;1
0;1;43,8;29;36;0,76;37;349,3;28;1
0;2;47,3;31;34;0,82;39;372,8;29;1
0;2;53,2;34;38;0,92;44;392,4;29;1
0;1;35,1;23;32;0,56;30;324,5;28;1
0;1;42;28;34;0,7;35;345,0;27;1
0;1;37,4;25;34;0,62;32;332,6;28;1
0;1;33,9;24;32;0,56;29;328,6;28;1
0;1;34;23;32;0,58;29;324,5;28;1
0;1;32,5;22;32;0,52;27;320,3;28;1
0;1;36,2;24;32;0,6;31;328,6;27;1
0;1;46;29;34;0,76;37;349,3;27;1
0;2;45,7;30;34;0,78;38;367,0;27;1
0;2;45,4;30;36;0,76;38;367,0;28;1
0;2;48,1;31;36;0,82;39;372,8;29;1
0;2;47,7;31;36;0,82;40;372,8;30;1
0;1;35,3;23;34;0,6;30;324,5;30;1
0;1;27,6;19;30;0,44;24;306,7;28;1
0;1;29,1;20;32;0,46;25;311,5;27;1
0;1;31,5;21;30;0,48;26;316,0;26;1
0;1;25,3;18;30;0,42;22;301,7;25;1
0;1;28,8;19;32;0,42;24;306,7;25;1
0;1;29,7;19;32;0,44;26;306,7;26;1
0;1;42,8;28;34;0,72;36;345,0;26;1
0;2;50;32;36;0,84;41;378,9;28;1
0;2;49;32;36;0,84;41;378,9;28;1
0;2;47,8;32;36;0,82;40;378,9;29;1
0;2;45,7;30;36;0,78;38;367,0;28;1
0;2;46,6;30;36;0,8;39;367,0;28;1
0;1;34,2;23;32;0,5;29;324,5;28;1
0;1;33,1;22;32;0,54;28;320,3;28;1
0;1;37,7;25;32;0,62;32;332,6;28;1
0;1;31,8;22;32;0,52;27;320,3;27;1
0;1;35,1;24;32;0,54;30;328,6;27;1
0;1;34,7;23;32;0,54;30;324,5;26;1
0;1;43,2;28;34;0,72;36;345,0;26;1
0;1;43,6;29;36;0,76;37;349,3;27;1
0;2;47,9;31;36;0,78;40;372,8;27;1
0;2;48;31;36;0,8;39;372,8;29;1
0;2;48,2;31;36;0,78;40;372,8;30;1
